seed,accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
9,0.9285714285714286,0.9233585088848246,0.9310359231411863,0.9263951108940295,0.9293251584918252,0.9285714285714286,0.928469776414982
8,0.9047619047619048,0.8966516566140627,0.9159565580618212,0.9049352646090972,0.9074720914006628,0.9047619047619048,0.9051581309385444
7,0.9206349206349206,0.9288041532402436,0.9350041771094404,0.931511320132521,0.921315192743764,0.9206349206349206,0.920594156900886
6,0.9126984126984128,0.9058091657715718,0.9230994152046784,0.9135529627004796,0.9135770975056688,0.9126984126984128,0.9126169489236782
5,0.9126984126984128,0.9061851056211958,0.9234753550543024,0.9135529627004796,0.9139739229024942,0.9126984126984128,0.9124027381831517
4,0.9206349206349206,0.9128326769304212,0.9270676691729324,0.9189840795103954,0.9213120433358528,0.9206349206349206,0.9204084426306648
3,0.9126984126984128,0.9218696925463842,0.9278613199665832,0.9240991367307156,0.9144863073434504,0.9126984126984128,0.912903864599771
2,0.9047619047619048,0.8966516566140627,0.9159565580618212,0.9049352646090972,0.9074720914006628,0.9047619047619048,0.9051581309385444
1,0.9206349206349206,0.9163533834586464,0.9270676691729324,0.9210237131289762,0.921626984126984,0.9206349206349206,0.9207977207977208
0,0.9206349206349206,0.9163533834586464,0.9270676691729324,0.9210237131289762,0.921626984126984,0.9206349206349206,0.9207977207977208
